popularity,budget,cast,release_date,voteScore,revenue
0.82677,22000000,55,4,1038,57479076
0.826568,50000000,30,1,858,42093706
0.824869,43000000,53,5,1734,91974818
0.79295,12000000,57,2,972,10289
0.786786,30000000,39,2,400,93772522
0.784909,7000000,30,1,924,54600000
0.775677,30000000,69,2,1904,76669806
0.773901,32000000,49,1,2418,60740827
0.773231,19000000,42,3,1758,108047131
0.767076,100000000,74,4,1815,202026112
0.743639,45000000,56,2,1674,50871113
0.738384,45000000,29,5,260,16809014
0.737768,35000000,35,3,695,68915888
0.733587,169000,46,4,438,18564702
0.726858,35000000,78,1,390,30526509
0.722961,2000000,31,1,510,5967038
0.719502,55000000,48,1,2562,223387299
0.718616,30000000,66,2,800,35294470
0.709235,10000000,65,5,1092,45742101
0.707056,20000000,84,1,735,12482775
0.699883,1000000,7,2,630,27762648
0.694404,15000000,49,5,855,46770602
0.681157,28000000,51,1,2905,186438883
0.665701,30000000,36,3,1152,42886719
0.664688,40000000,31,4,726,46442528
0.663861,45000000,62,5,510,56070433
0.663398,4000000,6,2,264,866999
0.661616,35000000,42,2,375,19294901
0.661473,50000000,66,1,972,8342132
0.643145,25000000,38,3,480,27645491
0.636922,82000000,49,5,2658,190320568
0.635843,3000000,69,1,648,18637690
0.635481,32000000,32,2,675,97918663
0.6269,80000000,16,5,232,5989640
0.608364,18000000,25,1,340,46201432
0.606286,135000000,60,5,975,76932943
0.600522,15000000,37,2,798,47175038
0.592369,25000000,49,1,186,2405420
0.571693,130000000,73,3,1215,119269486
0.564298,10000000,55,5,420,17297244
0.561685,7000000,23,1,1212,49084830
0.558258,35000000,63,3,690,19478106
0.55197,25000000,70,2,1236,82466670
0.548166,950000,28,2,2118,7022209
0.543159,40000000,12,5,1670,68766121
0.538043,80000000,16,2,318,10166502
0.534781,50000000,50,1,1662,22944502
0.511084,25000000,37,5,365,36351350
0.509129,50000000,22,5,592,69425966
0.500883,25000000,22,1,448,15431177
0.484314,15000000,50,4,450,12036149
0.466529,1000000,8,1,310,10047674
0.463862,30000000,15,5,714,27610873
0.463596,10000000,22,2,625,91196419
0.45648,475000,29,2,1062,3919254
0.453059,30000000,19,5,152,251495
0.449627,30000000,72,4,942,30536013
0.449064,14200000,57,5,198,674918
0.444301,35000000,45,5,1460,86369815
0.443094,900000,17,1,170,381420
0.441927,26000000,41,2,1350,57891803
0.42232,7000000,18,1,910,2697930
0.406323,1500000,42,3,132,712294
0.405822,45000000,46,4,720,72028752
0.390848,45000000,51,4,420,38058335
0.387304,818418,6,1,336,4851244
0.37807,8000000,36,5,300,22201636
0.374704,1000000,17,4,390,13350369
0.370396,20000000,19,2,222,10442808
0.369596,20000000,7,2,364,67192859
0.367248,13000000,12,5,636,23727301
0.332997,30000000,32,2,555,15007991
0.330618,40000000,25,4,534,31670620
0.326577,1500000,48,1,708,11098131
0.290754,2000000,23,2,102,653621
0.287286,7500000,13,3,45,143000
0.285062,1549000,8,5,198,7096000
0.278997,4750000,6,5,124,206871
0.270403,10284523,39,1,155,11588205
0.269437,35000000,57,2,378,25224242
0.401768,450000,44,1,84,973525
0.252383,8000000,53,5,165,852872
0.246144,12000000,30,1,132,84967
0.242227,30000000,44,5,170,34252847
0.198611,14000000,31,2,210,32645546
0.195984,25000000,24,5,708,13411957
0.191177,2000000,56,1,721,5048693
0.183927,9600000,19,1,78,4386236
0.177398,30000000,62,5,565,25473093
0.151442,3000000,15,1,105,11718595
0.149319,14000000,49,1,50,6856989
0.141937,8000000,6,1,50,2019009
0.075624,3000000,5,2,252,9879971
5.838503,50000000,28,2,6090,111340801
4.205992,200000000,85,5,19086,1065659812
3.941265,120000000,56,5,14016,461983149
3.78958,150000000,48,4,19166,599045960
3.655536,125000000,72,5,9510,758239851
3.206696,12000000,24,2,3714,114194847
3.145562,80000000,65,3,10650,660940780
3.098051,150000000,86,5,8178,397850012
3.03143,35000000,82,5,12411,326551094
2.81975,90000000,115,1,18445,289847354
2.606305,85000000,92,4,4488,194168700
2.582095,40000000,97,1,17633,109676311
2.313345,110000000,73,1,9432,574480841
2.160936,25000000,66,1,3636,135330182
2.108369,76000000,84,1,8477,69959751
1.957331,270000000,61,5,4170,391081192
1.930735,18000000,13,4,5874,261572744
1.888746,82500000,68,5,6365,237681299
1.76935,52000000,71,5,2600,204999686
1.747256,45000000,111,3,6930,184376254
1.615244,80000000,83,3,3702,155019340
1.6128,50000000,14,1,4529,132180323
1.60314,100000000,54,4,9758,170877916
1.526073,12000000,45,2,4392,42931041
1.520387,27000000,127,2,5509,56308881
1.51114,40000000,42,2,1968,120455994
1.498538,25000000,12,2,2675,117719158
1.498352,50000000,36,3,3480,97607453
1.470711,20000000,40,3,2370,33889159
1.432839,35000000,52,1,2226,15304890
1.411147,100000000,38,4,4380,384335608
1.409773,24000000,46,4,2730,155721132
1.390297,149000000,78,1,2928,64459316
1.363623,80000000,39,3,685,37384046
1.35007,75000000,80,4,5172,180557550
1.296272,100000000,39,4,2144,249288105
1.259442,40000000,75,5,2334,114830111
1.241836,45000000,47,3,1840,178262620
1.235478,75000000,29,5,3006,140175006
1.223177,50000000,74,3,1210,88715192
1.21726,40000000,5,4,4669,120175290
1.211868,50000000,128,5,1140,55181129
1.20839,15000000,14,3,2154,69623713
1.194602,28000000,23,5,1355,38159905
1.18228,85000000,96,4,870,59908565
1.1334,30000000,32,3,1280,31070211
1.114239,135000000,55,5,1415,163794509
1.110072,18000000,12,5,1236,41009669
1.109411,31000000,42,3,738,28000000
1.103135,90000000,22,1,1848,65900249
1.102933,2000000,6,5,468,5179037
1.057194,50000000,32,2,340,69834815
1.038954,40000000,65,1,716,38755073
1.027989,17000000,35,4,1836,57103895
0.987722,50000000,68,3,1255,87528173
0.969469,65000000,58,4,642,43545364
0.965931,40000000,61,2,6769,86915017
0.941481,17500000,13,2,440,19179969
0.92958,25000000,67,3,450,5549200
0.928134,55000000,86,1,255,9450897
0.920528,40000000,26,2,1155,138259062
0.916551,70000000,39,3,404,38629478
0.913299,5000000,37,5,1170,26888376
0.912871,72500000,48,2,1644,162966177
0.890909,55000000,37,4,9744,307077295
0.883222,40000000,44,5,2178,60474340
0.87563,37665000,88,2,220,14655628
0.850959,6000000,54,1,1918,48027970
0.849096,10000000,18,1,3228,163876815
0.848086,30000000,30,1,1956,495303
0.840205,32000000,24,5,1070,80197993
0.838431,50000000,69,1,755,49111202
0.826011,160000000,58,5,1565,181674817
0.793804,17000000,87,3,172,7314027
0.788266,16800000,61,2,198,2281089
0.780687,54000000,100,5,1210,130431368
0.778589,8000000,64,5,6664,100523181
0.773044,64000000,30,2,715,101595121
0.743703,12000000,19,1,410,38368909
0.727752,25000000,41,5,770,119188334
0.723825,19000000,10,4,1752,68673228
0.715451,8500000,94,5,1692,5480996
0.713697,30000000,84,1,2268,53653224
0.711674,63000000,79,2,1200,162945894
0.70435,35000000,48,1,1194,42064105
0.702198,12000000,45,2,161,1381665
0.701814,15500000,15,4,762,7385434
0.698297,20000000,17,2,309,48548426
0.692543,23000000,49,2,1374,38505009
0.685491,85000000,45,1,2370,197309027
0.674705,51000000,53,2,620,72779000
0.67078,3700000,48,4,264,3338228
0.6477,70000000,77,4,876,154937680
0.646745,33000000,52,2,1180,62022014
0.641047,6500000,64,1,335,13368437
0.638444,11000000,14,1,1080,72778712
0.632875,70000000,42,1,1484,55011732
0.631574,17000000,60,5,316,374743
0.62873,85000000,12,5,6444,158468292
0.620633,30000000,58,4,486,35078241
0.614854,38000000,16,2,355,29907685
0.609408,15000000,73,4,660,10903846
0.606808,50000000,53,4,276,9448082
0.589842,25000000,61,1,132,11772461
0.582876,20000000,16,1,470,22165608
0.569423,12000000,40,1,175,6754898
0.56593,50000000,60,3,292,61112916
0.564216,40000000,44,5,600,23937870
0.552267,6000000,11,2,378,57231524
0.536631,85000000,74,4,966,144
0.530814,30000000,45,3,474,34742066
0.529881,35000000,41,2,420,12506188
0.514836,12000000,18,3,1080,23006849
0.508401,10000000,43,1,948,7177143
0.501431,6500000,19,5,426,22889018
0.496703,55000000,67,3,2424,65664721
0.489898,4000000,64,5,1248,31584901
0.4819,45000000,39,2,432,38399961
0.467297,15000000,65,4,714,49469904
0.463155,15000000,5,3,1080,76286096
0.461865,994000,7,3,150,165000
0.458112,21000000,12,1,464,480314
0.451217,15000000,40,1,954,123384128
0.441629,60000000,45,3,560,77920346
0.437529,32000000,69,4,230,5914908
0.435451,60000000,30,1,1074,17800000
0.433874,15000000,36,2,1044,9500000
0.405681,25000000,43,1,348,16158487
0.405342,20000000,27,1,755,39143839
0.384988,8000000,55,2,72,143451
0.3804,45000000,64,2,725,82800000
0.463068,18000000,58,1,325,1196307
0.367893,2000000,15,1,84,622806
0.500077,24000000,24,1,155,23321954
0.877191,22000000,38,4,1236,13405595
0.360145,20000000,79,1,320,41237648
0.357462,20000000,16,1,820,37597471
0.337268,15000000,21,2,615,66966987
0.330582,13000000,79,4,120,1151330
0.325485,500000,5,3,140,745327
0.320908,11000000,9,4,258,46396427
0.312729,9000000,20,4,220,21510851
0.312609,13000000,28,1,294,11130889
0.307279,8000000,35,1,366,426224
0.303574,20000000,8,3,70,21170563
0.300525,4000000,34,5,305,8059140
0.298124,75000000,40,5,935,42285169
0.282881,30000000,33,1,738,41480851
0.206454,100000,6,1,246,10178331
0.326984,4000000,9,1,135,13401952
0.254596,12000000,16,1,161,20138836
0.251388,1000000,13,2,780,46243000
0.249949,4000000,36,4,180,4630045
0.225633,2380000,6,1,1309,8176544
0.533966,20000000,34,1,265,17807569
0.209369,26000000,48,2,280,17496992
0.20754,14500000,7,5,312,22963701
0.200545,15000000,28,1,222,21000000
0.189838,9000000,14,3,415,27105095
0.188603,15000000,40,4,100,11992014
0.187319,2000000,7,5,60,300000
0.157586,210000000,85,5,14286,234360014
0.145707,1000000,70,2,150,1678874
0.133041,8000000,41,3,276,18948425
0.096955,5000000,6,1,102,3833507
0.08424,8000000,42,5,90,382267
0.078983,12000000,23,4,90,5542025
0.139931,79000,11,5,95,245000
0.040915,1000000,19,2,78,7202
5.827781,130000000,69,5,24850,789804554
4.535598,30000000,32,3,16422,152159461
3.990488,50000000,55,4,2586,40203020
3.863377,20000000,103,3,14084,72258126
3.425628,29000000,47,5,13503,115603229
3.339406,92000000,73,4,21448,631442092
3.196643,75000000,68,5,13762,288500217
3.177517,175000000,82,5,9588,497409852
2.906282,100000000,92,4,7074,347451894
2.791375,120000000,54,5,14034,347234916
2.668692,75000000,61,2,7410,196482882
2.629934,17000000,34,3,8142,129042871
2.499507,160000000,45,5,4590,300257475
2.361367,66000000,44,3,7884,99318987
2.241935,165000000,46,4,5202,305875730
2.191033,150000000,109,5,10056,919838758
2.186534,13000000,22,2,7882,96060858
2.17643,45000000,34,1,4536,129394835
2.175284,110000000,117,4,8256,362744280
2.041955,80000000,118,4,4692,516642939
2.022895,125000000,56,5,8532,544272402
1.911206,116000000,102,4,5004,102000000
1.83193,65000000,85,2,4860,217764291
1.823597,4000000,20,3,9891,30039392
1.792138,65000000,61,4,4000,128905366
1.682492,60000000,78,5,7917,219417255
1.665648,140000000,88,4,4482,209073645
1.648554,30000000,78,4,9485,216763646
1.648211,50000000,38,5,2175,200804534
1.615629,75000000,135,1,4260,367275019
1.590381,70000000,91,1,1245,57958696
1.556897,30000000,18,4,2088,140161792
1.539729,6500000,67,5,4725,98410061
1.527154,26000000,85,5,6012,90574188
1.497252,37000000,56,3,3972,96455697
1.473411,31000000,42,3,1190,27388767
1.441361,25000000,38,3,2904,30411183
1.428313,25000000,91,1,4865,116766556
1.408588,19000000,26,5,1895,70067909
1.348704,70000000,17,2,3480,171183863
1.338131,20000000,79,5,3306,167722310
1.327137,12000000,8,4,2106,9584131
1.319068,155000000,95,4,2595,167298192
1.318761,9000000,25,5,2484,23936908
1.309753,1200000,40,1,7945,103911669
1.304553,200000000,73,5,16410,783766341
1.279087,25000000,15,2,2256,20796847
1.277711,70000000,79,3,7014,130293714
1.23067,42000000,99,2,2200,171963386
1.208837,27000000,82,4,2562,115505027
1.131654,33000000,54,3,2412,54700105
1.129322,100000000,52,5,1660,82102379
1.1173,1000000,5,5,265,332323
1.107167,28000000,32,3,3276,102356381
1.06218,120000000,53,5,2694,203567857
1.052176,105000000,48,5,6708,115772733
1.042281,80000000,50,4,1075,55041367
1.03943,40000000,70,3,3078,92913171
1.035728,6500000,25,1,2156,11850214
0.986444,60000000,60,4,834,61347797
0.976399,57000000,8,5,200,28283637
0.961847,40000000,48,2,1930,95149435
0.94856,145000000,63,3,300,25819961
0.939705,2700000,36,2,2926,15992615
0.935831,10000000,19,1,2310,183474602
0.935483,25000000,85,1,1932,56422687
0.927088,80000000,99,5,1086,96105964
0.925121,5000000,43,2,4347,8203235
0.924363,12000000,18,4,560,24829644
0.922087,25000000,24,1,675,36609966
0.898601,60000000,47,1,700,13395939
0.87766,50000000,79,1,860,170128460
0.874938,35000000,63,3,880,36098382
0.8676,90000000,88,5,915,102000000
0.856329,7000,6,1,2046,424760
0.845493,10000000,5,3,462,1461989
0.837906,110000000,71,3,1050,103951461
0.815044,100000000,22,3,1062,108103450
0.80542,6000000,40,5,1188,119114517
0.804481,17000000,38,2,390,16980098
0.802577,37000000,15,5,2220,113086475
0.787185,17500000,57,1,3192,38000000
0.779837,56000000,42,3,1416,57223890
0.76787,50000000,79,2,335,25195000
0.762134,130000,5,2,855,54667954
0.73712,32000000,5,1,2346,50907422
0.702632,16000000,41,1,1428,109502303
0.696312,19000000,30,2,545,69631118
0.679997,60000000,84,3,1840,170268750
0.678708,15000000,24,2,670,29331068
0.677316,60000000,72,5,3084,256697520
0.674089,40000000,71,3,805,26155781
0.672946,30000000,20,2,2742,611899420
0.652366,20000000,8,2,545,70992898
0.648721,40000000,43,1,1722,124731534
0.640232,25000000,21,2,380,27685016
0.614248,31000000,61,1,840,41512007
0.61184,45000000,71,3,1086,65470529
0.589983,70000000,51,4,1680,154648887
0.586936,2500000,44,2,2394,26781723
0.577759,400000,9,5,1740,46118097
0.572019,80000000,22,2,316,78000586
0.545686,30000000,42,1,498,13001257
0.530799,50000000,118,4,3031,34808403
0.521121,110000000,32,5,1900,72178895
0.520891,18000000,42,2,175,65070412
0.49851,42000000,48,1,900,117575636
0.494197,45000000,64,1,240,14793624
0.439848,45000000,67,4,745,21009180
0.433748,25000000,76,3,240,30114487
0.429419,2000000,6,1,114,120620
0.429157,30000000,44,1,609,61255921
0.424376,50000000,48,5,555,49718611
0.422767,8000000,34,5,65,365134
0.41942,20000000,24,1,140,16605763
0.405459,15000000,16,2,550,14867514
0.383044,23000000,42,1,180,16123851
0.372046,74500000,25,3,636,62172050
0.344278,40000000,35,2,276,46546197
0.751446,28000000,45,2,486,64445708
0.333555,27000000,22,5,1038,21148829
0.322152,16000000,19,5,264,14822346
0.313479,8500000,12,2,240,5001655
0.420568,23000000,23,2,516,12
0.308525,27000000,58,2,210,13000000
0.302104,50000000,78,2,160,6808550
0.286541,74050,45,1,80,176153
0.286442,30000000,27,5,165,21800302
0.283606,20000000,28,3,96,11341016
0.280074,19250000,48,3,264,8112712
0.275919,26000000,21,4,400,28818995
0.269855,12000000,19,3,80,31179516
0.263897,65000,5,2,1770,28575078
0.369726,6500000,50,5,120,1548955
0.252151,35000000,38,2,285,22034832
0.250878,39000000,40,2,64,6614280
0.225831,15000000,22,1,135,1914166
0.216459,60000000,68,1,672,74541707
0.274886,18000000,31,2,225,16702864
0.137751,2600000,11,2,76,1479042
0.156769,2600000,5,5,78,3166000
0.154421,500000,14,2,231,603943
0.145065,3000000,57,2,84,2037545
0.135381,30000000,55,2,104,14000000
0.109123,3000000,24,3,114,5923000
0.082116,823258,12,4,130,823258
0.001117,350000,5,4,138,3515061
5.738034,6000000,71,3,31760,245066411
0.949381,2000000,42,5,1463,46122355
0.881814,1800000,13,5,654,9700000
0.599109,3500000,7,5,348,12600000
0.412913,12000,6,3,306,6000000
0.400301,2000000,18,2,558,18016290
0.321141,5000000,48,4,1008,84563118
0.260584,3352254,20,4,294,58831997
5.488441,18000000,52,2,31632,538400000
2.432001,19000000,27,5,13258,44017374
1.636256,3500000,8,5,4326,83453539
1.607219,27000000,29,5,4298,115229890
1.392663,4500000,11,5,860,58853106
1.328578,18000000,70,4,3059,23000000
1.285924,54000000,49,4,1914,108185706
1.24642,550000,7,5,1692,59754601
0.915548,35000000,20,1,470,27107960
0.814857,5000000,50,1,2303,26010864
0.659182,1000000,23,2,768,21378361
0.64229,6000000,36,5,1152,39846344
0.590127,6500000,37,5,360,31899000
0.580748,8000000,35,5,130,11715321
0.41895,44000000,58,4,108,3484331
0.341183,15000000,25,4,342,19853892
0.283507,4800000,33,2,265,22743674
0.248142,7200000,31,1,144,12729678
0.247924,10000000,24,1,246,10389003
0.192608,1000000,24,5,234,14796236
0.074325,2000000,12,1,72,11000000
0.130304,20000000,7,2,150,22471595
0.128234,10000000,14,5,102,15795189
4.965391,300000000,96,5,15756,961000000
4.878162,150000000,64,5,23674,938212738
2.764535,150000000,18,5,17038,623722818
2.755051,70000000,66,2,14357,442824138
2.730114,25000000,85,4,11942,171600000
2.692916,150000000,31,4,18078,585349010
2.523173,130000000,112,4,6726,457363168
2.520912,258000000,75,5,10415,890871626
2.510571,18000000,32,4,4284,57096190
2.489611,70000000,92,2,4788,135560026
2.400727,25000000,51,5,4320,25037897
2.227384,110000000,90,5,8358,383531464
2.213223,140000000,35,2,2874,258022233
2.194526,15000000,40,1,12376,56255142
2.191408,65000000,41,3,23996,422610419
2.148427,110000000,79,2,4930,228738393
2.148164,7500000,56,4,7974,231411584
2.089502,60000000,42,2,3384,137587063
2.082325,61000000,72,3,5622,95696996
2.066397,30000000,47,2,4130,129266061
2.04262,25000000,33,4,5810,76181545
1.946073,100000000,84,4,6762,266465037
1.862295,160000000,109,5,6385,798958165
1.846602,50000000,80,4,5826,152000000
1.776713,20000000,54,2,9275,169860655
1.748315,60000000,46,4,3520,361366633
1.713611,150000000,65,1,3615,287594577
1.672137,150000000,24,3,2928,169332978
1.647017,30000000,50,4,4473,156835339
1.640237,30000000,71,5,4476,219076518
1.591827,30000000,60,2,3414,77566815
1.552842,130000000,50,5,8055,289047763
1.488671,85000000,55,4,4356,340487652
1.464555,65000000,81,3,7294,84785914
1.41435,85000000,127,5,8226,311312624
1.390905,34000000,54,3,1284,95608995
1.380432,75000000,17,5,7548,527068851
1.3747,75000000,105,4,1122,119000410
1.368087,15000000,40,3,4212,64238440
1.352489,70000000,62,2,1842,86658558
1.323511,40000000,9,4,1692,41797066
1.318019,50000000,52,3,3924,32017803
1.31484,25000000,41,3,2208,229736344
1.30813,20000000,63,5,1596,41637263
1.285301,30000000,38,1,2292,75505973
1.269498,180000000,60,4,3700,372234864
1.254438,160000,5,3,2135,20710513
1.210966,30000000,43,2,820,16930884
1.196636,70000000,48,1,690,69766619
1.180341,20000000,45,3,3294,117760134
1.156092,35000000,97,1,595,63215872
1.150389,55000000,61,1,4572,70016220
1.145815,25000000,68,4,2970,66122026
1.142781,86000000,45,4,1374,14373825
1.13351,25000000,51,2,1255,40452643
1.120442,15000,8,1,4284,193355800
1.109374,175000000,65,5,3415,173000000
1.09781,85000000,87,5,1840,186072214
1.068126,70000000,96,3,2495,18211013
1.052831,20000000,40,2,1065,84146832
1.049862,10000000,19,1,2345,139352633
1.031011,100000000,75,4,575,97838349
1.019152,50000000,94,5,2370,90450008
0.993908,39000000,44,5,1932,26820641
0.992072,51500000,47,1,2961,55112356
0.969354,70000000,87,4,2525,195735876
0.947353,28000000,53,5,1212,92601050
0.924655,60000000,53,1,1075,127766650
0.919967,85000000,60,5,1870,149044513
0.917818,25000000,78,5,4476,94679598
0.915514,24000000,30,4,3075,99965753
0.911592,22000000,41,1,1488,147880543
0.906938,67000000,51,3,1182,25037897
0.906039,10000000,34,1,702,33000000
0.890977,16000000,33,2,570,1109660
0.890557,150000000,44,5,16512,709709780
0.881034,45000000,60,4,4074,175372502
0.874887,10200000,12,5,1015,35619521
0.827695,10000000,28,2,620,25399945
0.811539,12000000,30,5,132,9620399
0.809646,15000000,21,2,1205,80253908
0.7944,16500000,70,3,1050,37311672
0.773934,15000000,38,1,1440,7938872
0.756472,25000000,59,1,894,74237563
0.726521,80000000,62,2,780,15071514
0.682794,18000000,63,1,918,25005257
0.680581,6000000,21,2,204,18197398
0.67455,2000000,18,5,354,22179430
0.667454,8000000,13,4,365,7766240
0.665367,45000000,40,1,4734,147717833
0.663819,2000000,6,1,360,5364858
0.653746,30000000,67,1,2760,14711793
0.643102,16000000,40,2,324,18928871
0.642207,9000000,14,2,1572,46
0.63935,40000000,46,3,500,62771059
0.614558,60795000,83,3,640,73090611
0.611445,5200000,5,1,174,14723313
0.607023,60000000,48,2,1150,95673607
0.606428,40000000,48,2,2232,145896422
0.59846,27500000,39,1,520,24748670
0.59707,20000000,45,1,480,6819587
0.578112,23000000,99,2,690,29541790
0.574488,25000000,28,1,1360,59192128
0.57106,20000000,19,2,510,86865564
0.569416,10000000,46,3,492,17500000
0.564132,4000000,60,1,378,6101046
0.551406,20000000,69,2,1218,47738099
0.54498,15000000,64,4,444,30226144
0.54281,21000000,40,2,1281,41170784
0.541086,30000000,23,3,350,26810113
0.522454,3500000,11,1,128,54947
0.521559,21000000,90,5,972,54926886
0.505809,20000000,6,1,1561,73276047
0.504782,19000000,33,3,905,35300645
0.501939,25000000,56,1,1110,68377859
0.500174,16500000,13,1,560,13620075
0.49765,17000000,12,5,256,2626800
0.492637,35000000,58,5,660,69307224
0.490256,24000000,55,5,220,9576495
0.47599,25000000,58,1,1440,92991835
0.475818,12000000,29,1,1960,11293663
0.471104,45000000,22,4,984,103071443
0.470629,20000000,61,2,888,16974459
0.470193,22000000,51,5,305,413454
0.451544,16000000,65,3,558,5367030
0.432926,9000000,19,5,805,24538513
0.43151,45000000,28,2,460,30822861
0.431266,19000000,86,1,3913,34619699
0.419377,35000000,43,4,558,18317151
0.412761,5000000,74,1,250,346592
0.408767,16000000,46,1,240,2849142
0.405537,20000000,56,1,155,3561
0.390284,20000000,64,3,1260,22222308
0.38963,45000000,32,1,240,4607608
0.373385,20000000,80,1,576,4001121
0.370331,9000000,6,5,50,2955039
0.35159,15000000,34,3,714,109000000
0.32337,15000000,78,2,80,20380
0.320907,67000000,46,3,480,25303038
0.324065,12000000,18,4,140,5285197
0.291333,10000000,51,5,660,21786738
0.290794,4000000,68,2,198,2426851
0.267233,16000000,81,1,3416,24377151
0.266045,13000000,15,5,342,75511123
0.346282,38000000,16,4,180,5410749
0.262103,8000000,26,2,150,60641
0.258046,20000000,19,3,1584,22217407
0.245902,50000,6,2,140,249905
0.228459,8000000,68,1,222,908847
0.39628,500000,6,2,90,220151
0.216599,4000000,7,2,372,6870249
0.216287,11000000,55,3,110,13196245
0.208459,4000000,27,1,210,46474
0.205036,50000000,21,2,2538,82169884
0.203044,1000000,4,3,105,274661
0.172467,15000000,19,1,120,55184721
0.165386,16000000,5,1,154,34786960
0.144186,700000,14,1,85,31576
0.138009,10000000,21,2,78,31609243
0.422526,1500000,10,1,246,173066
0.104735,10000000,26,2,170,20342161
0.080562,20000000,29,2,180,10337477
0.063177,441892,6,2,60,1030375
0.019101,2000000,6,5,72,1431623
4.935897,11000000,51,5,19068,104931801
2.31952,31500000,65,2,7700,83471511
2.012021,400000,28,3,4002,100000000
1.823058,35000000,34,4,1824,139000000
1.691143,34000000,18,5,1495,210300000
1.465088,4000000,18,2,5012,20045115
1.049233,7000000,59,5,3024,200182160
0.973049,17500000,35,2,325,23438120
0.794667,300000,7,3,300,11988469
0.567776,8000000,35,5,1911,43000000
0.516927,20000000,19,4,270,35841901
0.426947,14000000,19,2,92,13015688
0.416453,8000000,66,4,1680,106260000
0.387797,35000000,41,4,310,31755742
0.307429,2300000,41,5,238,20000000
0.159632,2700000,10,1,168,37799643
4.831966,6400000,51,1,18844,78371200
2.556799,28000000,43,5,10410,333000000
2.484654,30000000,77,5,9681,295212467
2.464803,11000000,10,5,5064,153083102
2.183891,27000000,8,3,2904,20158808
2.108338,15000000,51,4,3210,316360478
1.682283,18000000,16,1,3920,51973029
1.508112,8000000,11,5,2850,90815558
1.331432,1800000,10,4,4375,25504513
1.247659,18000000,39,5,965,31042035
1.077574,28000000,45,4,936,40400657
1.020675,40000000,18,4,1764,30925690
0.991867,10000000,55,3,1470,86572238
0.9739,4500000,17,3,1620,81198894
0.82288,18000000,38,5,1434,87000000
0.791148,8200000,46,2,1692,80035402
0.742001,1500000,15,2,324,2300000
0.637446,22000000,28,4,546,28744356
0.633247,6000000,40,5,335,38435947
0.606839,6500000,12,5,1338,23686027
0.603541,14400000,33,4,546,34700291
0.590922,3000000,8,4,180,14418922
0.550313,15000000,10,5,606,28733290
0.539505,25000000,7,2,40,5778353
0.524253,8000000,62,3,882,69821334
0.518436,1746964,13,5,1022,2181987
0.517691,10000000,16,1,348,8801940
0.504848,25000000,45,4,120,38348988
0.491888,58000000,98,4,222,25928721
0.44653,9000000,27,5,702,20458340
0.367406,7200000,7,5,234,68392977
0.36224,2550000,13,4,250,22812411
0.351379,28000000,71,5,444,47951979
0.361782,800000,11,3,530,14000000
0.329484,8000000,20,4,138,27187653
0.297597,14500000,58,5,288,8089290
0.283191,1200000,5,4,184,4978922
0.197425,1250000,20,2,88,3412497
0.177006,1000000,8,4,66,35000000
0.174241,18000000,45,5,30,19265302
0.140026,5500000,6,3,65,801000
0.13399,8000000,23,2,246,10600497
4.828854,32350000,52,5,21707,572700000
3.178818,25000000,58,4,12187,65884703
1.774018,36000000,56,1,915,160000000
1.575742,27500000,14,5,1445,183700000
1.263139,39000000,17,5,956,75800000
1.115139,40600000,74,5,2118,90400000
1.106471,12000000,22,5,1542,79567667
1.0684,15000000,30,5,1206,61399552
1.065331,20500000,36,3,496,87987055
0.771263,22000000,34,4,468,67642693
0.699455,6200000,53,2,984,63541777
0.675753,27000000,85,1,840,21500000
0.592219,3000000,6,1,623,21000000
0.554917,10000000,33,3,804,25697647
0.543688,6500000,12,5,100,33759266
0.478476,12000000,15,4,168,30400000
0.465858,22000000,23,2,250,42313354
0.449475,10000000,49,1,768,20766616
0.343668,4000000,13,3,894,92921203
0.323585,10000000,43,5,378,29450919
0.311401,10000000,59,1,360,2494480
0.307082,22000000,30,5,184,64892670
0.290596,5000000,13,3,135,12232628
0.277865,5000000,19,5,258,34725000
0.252008,5952000,15,2,1080,2120439
0.196581,1200000,5,3,120,760883
0.254523,15000000,37,1,168,10219460
0.148192,6000000,32,4,80,3661757
0.194675,19000000,12,3,96,5656087
0.089401,425000,6,2,55,10604986
0.015727,15000000,18,5,85,16500000
4.765359,33000000,126,1,24745,327311859
4.282462,30000000,54,1,21987,361958736
3.440238,6000000,33,5,15536,23341568
2.533323,72000000,38,5,15435,210000000
2.440099,58000000,55,4,4446,352194034
2.245837,65000000,59,4,6630,262797249
2.230236,90000000,109,5,8148,366101666
2.216699,35000000,70,5,1125,113000000
2.206907,29500000,118,4,10073,168840000
2.191608,52000000,102,5,7014,355237933
1.964673,19000000,54,3,6804,141407024
1.913274,55000000,33,5,4770,346079773
1.847583,60000000,130,4,7728,187436818
1.706784,2500000,36,2,3878,5535405
1.649077,90000000,62,5,1695,113493481
1.59374,100000000,109,5,4340,336529144
1.552666,52000000,91,4,4893,116112375
1.357131,30000000,14,5,1935,254134910
1.276005,50000000,39,5,2805,287928194
1.23489,4000000,65,4,1758,4300000
1.232098,175000000,29,5,2785,264218220
1.173211,30000000,40,4,3498,212385533
1.173191,24000000,57,5,1134,182016617
1.162695,3600000,56,1,1104,49800000
1.13661,22000000,40,5,1005,1106279658
1.085209,26000000,46,5,910,19075720
1.077787,7000000,70,2,3216,25405445
1.068338,17000000,60,3,1014,182057016
